change_type,old_path,new_or_current_path
text_update,,04_MANIFESTS/current_file_manifest.csv
text_update,,04_MANIFESTS/current_file_manifest.json
text_update,,04_MANIFESTS/current_topics_20_25_canonical_source_pinset.jsonl
text_update,,04_MANIFESTS/current_topics_20_25_source_verification_matrix.csv
text_update,,04_MANIFESTS/current_topics_20_25_source_verification_matrix.jsonl
text_update,,04_MANIFESTS/current_volatile_claims_review_queue.csv
text_update,,04_MANIFESTS/machine_lane_index_current.json
text_update,,05_REPORTS/COMFYUI_ADVANCED_RESEARCH_PASS02_DATATYPE_BOUNDARIES_REPORT.md
text_update,,05_REPORTS/COMFYUI_ADVANCED_RESEARCH_PASS03_WORKFLOW_API_GRADIO_REPORT.md
text_update,,05_REPORTS/STRUCTURE_HARDENING_v2_14_EVALUATION_REPORT.md
text_update,,07_EXPANSION_QUEUE/ROADMAP_CURRENT_RESEARCH_AND_STRUCTURE_QUEUE.md
text_update,,08_INGESTION_PROTOCOLS/ANYTHINGLLM_IMPORT_PROFILE.md
text_update,,08_INGESTION_PROTOCOLS/GRADIO_ATLAS_APP_PROFILE.md
text_update,,08_INGESTION_PROTOCOLS/LLAMAINDEX_LOADER_PROFILE.md
text_update,,08_INGESTION_PROTOCOLS/RAGFLOW_IMPORT_PROFILE.md
text_update,,08_INGESTION_PROTOCOLS/README.md
text_update,,09_EVALUATION_HARNESS/EVALUATION_RUBRIC.md
text_update,,09_EVALUATION_HARNESS/README.md
text_update,,09_EVALUATION_HARNESS/REGRESSION_TEST_PLAN.md
text_update,,09_EVALUATION_HARNESS/adapter_benchmark_protocol_current.md
text_update,,09_EVALUATION_HARNESS/eval_master_index.jsonl
text_update,,09_EVALUATION_HARNESS/eval_question_bank_seed.jsonl
text_update,,09_EVALUATION_HARNESS/expected_source_maps/adapter_core_expected_sources_current.jsonl
text_update,,09_EVALUATION_HARNESS/golden_question_sets/adapter_core_golden_questions_current.jsonl
text_update,,09_EVALUATION_HARNESS/lane_eval_sets/02_atlas_architecture_chunking_embedding_eval.jsonl
text_update,,09_EVALUATION_HARNESS/lane_eval_sets/08_compatibility_matrix_atlas_eval.jsonl
text_update,,09_EVALUATION_HARNESS/lane_eval_sets/09_failure_signature_atlas_eval.jsonl
text_update,,09_EVALUATION_HARNESS/lane_eval_sets/10_workflow_pattern_atlas_library_eval.jsonl
text_update,,09_EVALUATION_HARNESS/lane_quality_audit_current.csv
text_update,,09_EVALUATION_HARNESS/raw_files_vs_atlas_comparison_plan_current.md
text_update,,10_SCHEMA_AND_INDEX/FUTURE_TOPIC_INTAKE_TEMPLATE.md
text_update,,10_SCHEMA_AND_INDEX/MACHINE_INDEX_FIELD_GUIDE.md
text_update,,10_SCHEMA_AND_INDEX/adapter_profile_schema.json
text_update,,10_SCHEMA_AND_INDEX/aiwf_brand_role_map.json
text_update,,10_SCHEMA_AND_INDEX/brand_consistency_rules.json
text_update,,10_SCHEMA_AND_INDEX/do_not_index_by_default.json
text_update,,10_SCHEMA_AND_INDEX/lane_profile_schema.json
text_update,,10_SCHEMA_AND_INDEX/recommended_ingestion_bundle.json
text_update,,10_SCHEMA_AND_INDEX/retrieval_card_schema.json
text_update,,11_PROMPT_PACKS/AIWF_BRAND_ALIGNED_RESPONSE_EXAMPLES.md
text_update,,11_PROMPT_PACKS/README.md
text_update,,11_PROMPT_PACKS/TORCHIE_PERSONALITY_PROFILE.md
text_update,,11_PROMPT_PACKS/WORKFLOW_PROMPT_INDEX.md
text_update,,11_PROMPT_PACKS/base_system_prompt.md
text_update,,11_PROMPT_PACKS/default_workflow_prompts/atlas_ingestion_workflow_default_prompt.md
text_update,,12_RETRIEVAL_RECIPES/README.md
text_update,,12_RETRIEVAL_RECIPES/adapter_expansion_topic.json
text_update,,12_RETRIEVAL_RECIPES/atlas_chunking_strategy.json
text_update,,12_RETRIEVAL_RECIPES/bad_generation_quality.json
text_update,,12_RETRIEVAL_RECIPES/comfyui_red_node_or_missing_node.json
text_update,,12_RETRIEVAL_RECIPES/gradio_tool_ui_design.json
text_update,,12_RETRIEVAL_RECIPES/retrieval_recipe_index.json
text_update,,14_TOPIC_MAP/KNOWLEDGE_GRAPH_README.md
text_update,,14_TOPIC_MAP/aiwf_topic_map.json
text_update,,14_TOPIC_MAP/knowledge_graph_edges.jsonl
text_update,,14_TOPIC_MAP/topic_relationships.md
text_update,,15_ANSWER_TEMPLATES/research_gap_answer_template.md
text_update,,16_VISUAL_ASSETS/README.md
text_update,,16_VISUAL_ASSETS/VISUAL_ASSET_INDEX.md
text_update,,AIWF_ATLAS_PROFILE.json
text_update,,CHANGELOG.md
text_update,,README.md
text_update,,checksums_sha256.txt
new_file,,00_AI_READ_FIRST/TORCHIE_OPERATOR_SHORTHAND_PROTOCOL.md
new_file,,10_SCHEMA_AND_INDEX/torchie_operator_shorthand_protocol_current.json
new_file,,00_AI_READ_FIRST/ATLAS_BUILD_SESSION_COMMANDS.md
new_file,,05_REPORTS/QUALITY_CONTROL_PASS_v3_2_REPORT.md
