file,line,claim_excerpt,reason,suggested_status
01_CANONICAL_RESEARCH_LANES/09_failure_signature_atlas/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/09_failure_signature_atlas/vol1_lane_manifest.json,6,"""created_day"": ""2026-05-19"",",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/CANONICAL_OVERVIEW.md,26,- What is the best graph pattern for auto-inpaint?,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/EMBEDDING_AND_CHUNKING_STRATEGY.md,27,- old version labels as current truth;,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/QA_TEST_PROMPTS.md,7,**Prompt:** What is the best graph pattern for auto-inpaint?,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/RETRIEVAL_CARDS.jsonl,1,"{""card_id"": ""RP10-CARD-001"", ""lane_id"": ""RP10"", ""lane_title"": ""Workflow Pattern Library RAG"", ""card_type"": ""vol1_concept_card"", ""title"": ""pattern card"", ""summary"": ""pattern card is a core retrieval concept for Workflow Pattern Library RAG. In AIWF it should be stored with source path, task context, failure conditions, and a practical use/wrap/document/build decision when applicable."", ""use_when"": ""What is the best graph pattern for auto-inpaint?"", ""chunking_hint"": ""Chunk by graph pattern. Preser",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/SOURCE_COVERAGE.md,20,"- Treat old source version labels as provenance, not as the current Vol. 1 lane status.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/10_workflow_pattern_atlas_library/vol1_lane_manifest.json,6,"""created_day"": ""2026-05-19"",",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/11_gradio_ui_research/CANONICAL_OVERVIEW.md,31,"For AIWF, default to **Blocks** for real tools and **Interface** for smoke tests. Blocks is the best match for beginner-friendly local AI apps because it supports visible settings, logs, status panels, tabs, and multi-step workflows while staying entirely in Python.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/11_gradio_ui_research/EMBEDDING_AND_CHUNKING_STRATEGY.md,84,"""version_observed"": ""Gradio docs observed 2026-05""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/11_gradio_ui_research/RETRIEVAL_CARDS.jsonl,4,"{""lane_id"": ""RP11"", ""card_id"": ""RP11-004"", ""title"": ""Queue long tasks"", ""question"": ""How should Gradio handle long AI generation jobs?"", ""answer"": ""Use queue-friendly design, visible progress/status/log outputs, and run manifests. Avoid callbacks that appear frozen. Long tasks should expose current stage, input settings, output paths, and errors."", ""tags"": [""queue"", ""progress"", ""long-running"", ""generation""], ""priority"": ""high""}",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/11_gradio_ui_research/SOURCE_COVERAGE.md,16,- Official changelog for current feature movement and MCP-related awareness.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/11_gradio_ui_research/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/11_gradio_ui_research/vol1_lane_manifest.json,6,"""created_day"": ""2026-05-19"",",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/CANONICAL_OVERVIEW.md,35,"- Current tools, model families, security advisories, and platform behavior are `fast_moving` or `volatile`.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/CANONICAL_OVERVIEW.md,36,"- If a user asks for latest versions, prices, benchmarks, vulnerabilities, or release status, the assistant should verify current sources before finalizing the answer.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/CONCEPT_MAP.md,31,- Use source metadata to separate current implementation facts from durable concepts.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/QA_TEST_PROMPTS.md,14,- The user asks for the latest tool or model ranking. The assistant must verify current information before answering.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/README_VOL1.md,15,"- Treat model rankings, current tools, and vendor claims as fast-moving unless source freshness says otherwise.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,1,"{""card_id"": ""12_llm_fundamentals_card_01"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What is LLM Fundamentals?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augmented small model should be treated a",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,2,"{""card_id"": ""12_llm_fundamentals_card_02"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""How should AIWF handle llm fundamentals?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augmented small model shou",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,3,"{""card_id"": ""12_llm_fundamentals_card_03"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What are the risks or anti-patterns in llm fundamentals?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augmented ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,4,"{""card_id"": ""12_llm_fundamentals_card_04"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""How do I decide which approach to use for llm fundamentals?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augment",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,5,"{""card_id"": ""12_llm_fundamentals_card_05"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What should a small local model retrieve for llm fundamentals?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augm",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,6,"{""card_id"": ""12_llm_fundamentals_card_06"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""How does llm fundamentals connect to RAG or agents?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augmented small",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,7,"{""card_id"": ""12_llm_fundamentals_card_07"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What metadata should be preserved for llm fundamentals?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augme",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,8,"{""card_id"": ""12_llm_fundamentals_card_08"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What should be tested or evaluated for llm fundamentals?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augm",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,9,"{""card_id"": ""12_llm_fundamentals_card_09"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What parts of llm fundamentals are stable vs fast moving?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-aug",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,10,"{""card_id"": ""12_llm_fundamentals_card_10"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""What does the AI need to avoid when answering about llm fundamentals?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A r",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,11,"{""card_id"": ""12_llm_fundamentals_card_11"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""Give me a beginner-safe explanation of llm fundamentals.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augm",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/RETRIEVAL_CARDS.jsonl,12,"{""card_id"": ""12_llm_fundamentals_card_12"", ""lane_id"": ""12_llm_fundamentals"", ""topic"": ""LLM Fundamentals"", ""question_patterns"": [""Give me an implementation plan for llm fundamentals.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""LLM fundamentals is the base layer for every assistant using the adapter. The assistant must know the difference between model knowledge, retrieved context, tool output, chat template formatting, and decoding behavior. A retrieval-augmente",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/SOURCE_COVERAGE.md,12,"- Current tool status, model rankings, vulnerabilities, and pricing require freshness verification.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/VOL1_SCOPE.md,18,"This lane should give a small or mid-sized assistant enough domain scaffolding to answer practitioner-level questions, route to better source material, and identify when current web verification or expert review is required.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/12_llm_fundamentals/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/CANONICAL_OVERVIEW.md,34,"- Current tools, model families, security advisories, and platform behavior are `fast_moving` or `volatile`.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/CANONICAL_OVERVIEW.md,35,"- If a user asks for latest versions, prices, benchmarks, vulnerabilities, or release status, the assistant should verify current sources before finalizing the answer.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/CONCEPT_MAP.md,29,- Use source metadata to separate current implementation facts from durable concepts.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/QA_TEST_PROMPTS.md,14,- The user asks for the latest tool or model ranking. The assistant must verify current information before answering.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/README_VOL1.md,15,"- Treat model rankings, current tools, and vendor claims as fast-moving unless source freshness says otherwise.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,1,"{""card_id"": ""13_agent_tool_use_mcp_card_01"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What is Agent Systems, Tool Use, and MCP?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for connecting AI applications to data so",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,2,"{""card_id"": ""13_agent_tool_use_mcp_card_02"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""How should AIWF handle agent systems, tool use, and mcp?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for connecting AI applicat",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,3,"{""card_id"": ""13_agent_tool_use_mcp_card_03"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What are the risks or anti-patterns in agent systems, tool use, and mcp?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for connec",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,4,"{""card_id"": ""13_agent_tool_use_mcp_card_04"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""How do I decide which approach to use for agent systems, tool use, and mcp?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for con",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,5,"{""card_id"": ""13_agent_tool_use_mcp_card_05"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What should a small local model retrieve for agent systems, tool use, and mcp?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,6,"{""card_id"": ""13_agent_tool_use_mcp_card_06"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""How does agent systems, tool use, and mcp connect to RAG or agents?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for connecting ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,7,"{""card_id"": ""13_agent_tool_use_mcp_card_07"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What metadata should be preserved for agent systems, tool use, and mcp?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for c",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,8,"{""card_id"": ""13_agent_tool_use_mcp_card_08"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What should be tested or evaluated for agent systems, tool use, and mcp?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
