package_id,package,pip_name,import_name,category,confidence,priority,version_seen,source_context,use,install_notes,windows_risk,rag_status,doc_file,doc_batch,source_urls,doc_quality
PIP-0011,datasets,datasets,datasets,data_loading,confirmed,high,not pinned,"Volume II training/RAG planning; dataset loading for bots, image, video, and text training.","Dataset loading, streaming, caching, and preprocessing for text, image, audio, and multimodal corpora.",Pin with the Hugging Face stack. Watch dataset cache size and auth/network issues.,medium,documented_v0_5,packages/datasets.md,v0.5-training-data-config-llm-framework,https://huggingface.co/docs/datasets/index | https://huggingface.co/docs/datasets/installation,full_card
PIP-0012,bitsandbytes,bitsandbytes,bitsandbytes,quantization_training,confirmed,high,not pinned,Consumer hardware quantization and Volume II training research.,8-bit optimizers and 8-bit/4-bit quantization support for inference and LoRA/QLoRA-style training stacks.,Treat as CUDA/backend-sensitive. Verify torch/CUDA/backend support; do not trust import success alone.,very_high,documented_v0_5,packages/bitsandbytes.md,v0.5-training-data-config-llm-framework,https://huggingface.co/docs/bitsandbytes/en/installation | https://huggingface.co/docs/bitsandbytes/index,full_card
PIP-0013,lion-pytorch,lion-pytorch,lion_pytorch,training_optimizer,source_reviewed,low,listed/optional in EveryDream context,v0.9 source-reviewed promotion: Training optimizer package used by older/custom trainer experiments.,Training optimizer package used by older/custom trainer experiments.,Keep in trainer-specific venvs; requires torch.,low,documented_v0_9,packages/lion-pytorch.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/lion-pytorch/,full_card
PIP-0014,omegaconf,omegaconf,omegaconf,config,confirmed,medium,not pinned,Trainer/config stack; YAML-driven AIWF tools and workflow settings.,Reproducible trainer/tool settings without hardcoded Python constants.,Usually light. Pin when a trainer expects specific OmegaConf/Hydra behavior.,low,documented_v0_5,packages/omegaconf.md,v0.5-training-data-config-llm-framework,https://omegaconf.readthedocs.io/en/2.3_branch/ | https://omegaconf.readthedocs.io/en/2.3_branch/usage.html,full_card
PIP-0015,gradio,gradio,gradio,ui_webapp,confirmed,critical,stack trace from SD webui; pasted inpainting app imports gradio as gr,"A1111/Forge-style UI, Gradio inpainting app, AIWF Automation Console",Python web UI layer for simple local/remote apps.,Version conflicts with fastapi/starlette/pydantic can break old apps; pin per app.,medium,documented_v0_2,packages/gradio.md,v0.2-ui-api,https://www.gradio.app/guides/quickstart | https://www.gradio.app/docs | https://www.gradio.app/docs/gradio/mount_gradio_app,full_card
PIP-0016,fastapi,fastapi,fastapi,ui_backend_api,confirmed,high,fastapi==0.90.1 mentioned,Stable Diffusion webui stack traces/install lines,ASGI API framework used under many Gradio/web stacks.,Pin with starlette/pydantic for legacy SD webui compatibility.,medium,documented_v0_2,packages/fastapi.md,v0.2-ui-api,https://fastapi.tiangolo.com/tutorial/ | https://fastapi.tiangolo.com/deployment/versions/ | https://fastapi.tiangolo.com/deployment/manually/,full_card
PIP-0017,anyio,anyio,anyio,async_runtime,confirmed,medium,referenced in stack traces,Stable Diffusion webui/Gradio stack trace context,Async compatibility layer used by FastAPI/Starlette/HTTPX.,Usually transitive; document when errors mention anyio task groups.,low,documented_v0_2,packages/anyio.md,v0.2-ui-api,https://anyio.readthedocs.io/ | https://fastapi.tiangolo.com/,full_card
PIP-0018,pandas,pandas,pandas,data_processing,confirmed,medium,not pinned,"CSV inventories, model sorter reports, package/node RAG tables, training metadata.","CSV/JSON inventories, package/node RAG tables, model sorter reports, QA logs, and metadata manifests.",Pin with numpy when reproducibility matters. Avoid casual upgrades in tight compiled stacks.,medium,documented_v0_5,packages/pandas.md,v0.5-training-data-config-llm-framework,https://pandas.pydata.org/ | https://pandas.pydata.org/docs/getting_started/install.html,full_card
PIP-0019,regex,regex,regex,text_processing,confirmed,low,not pinned,"Text cleanup, prompt parsing, filename parsing, requirement parsing.",More capable matching than stdlib re for Unicode-heavy text and complex extraction patterns.,Do not assume identical behavior to stdlib re; document patterns using regex-only features.,low,documented_v0_5,packages/regex.md,v0.5-training-data-config-llm-framework,https://pypi.org/project/regex/,full_card
PIP-0020,ipywidgets,ipywidgets,ipywidgets,notebook_ui,source_reviewed,low,">=7,<8 mentioned; also direct package line",v0.9 source-reviewed promotion: Jupyter/Colab widget UI package for notebook trainers and demos.,Jupyter/Colab widget UI package for notebook trainers and demos.,Notebook/kernel environment matters; not a ComfyUI runtime dependency.,low,documented_v0_9,packages/ipywidgets.md,v0.9-custom-node-training-web-deps,https://ipywidgets.readthedocs.io/en/latest/user_install.html | https://pypi.org/project/ipywidgets/,full_card
PIP-0021,scipy,scipy,scipy,numeric,confirmed,medium,not pinned,Image/science stack; trainer dependencies; signal/numeric algorithms.,"Optimization, interpolation, signal/image processing, sparse matrices, stats, and numerical routines.",Pin with numpy. Wheels/Python-version compatibility matter.,medium,documented_v0_5,packages/scipy.md,v0.5-training-data-config-llm-framework,https://scipy.org/ | https://scipy.org/install/ | https://docs.scipy.org/doc/scipy/reference/,full_card
PIP-0022,ftfy,ftfy,ftfy,text_processing,confirmed,low,not pinned,"CLIP/text cleanup, prompt/dataset cleaning, training data preprocessing.","Fixes mojibake before tokenization, embedding, caption cleaning, or metadata storage.",Light dependency; not a replacement for a deliberate text normalization policy.,low,documented_v0_5,packages/ftfy.md,v0.5-training-data-config-llm-framework,https://ftfy.readthedocs.io/ | https://pypi.org/project/ftfy/,full_card
PIP-0023,Pillow,Pillow,PIL,image_io,confirmed,critical,"PIL Image, ImageFilter used in pasted app",Gradio inpainting app; image workflows,"Image loading, conversion, resize/filter operations.",Prefer Pillow over legacy PIL package.,low,documented_v0_3,packages/pillow.md,v0.3-image-restoration-face-segmentation,https://pillow.readthedocs.io/ | https://pypi.org/project/pillow/ | https://github.com/python-pillow/Pillow,full_card
PIP-0024,controlnet-aux,controlnet-aux,controlnet_aux,controlnet_preprocessor,confirmed,high,"DepthDetector, CannyDetector imported in pasted app",Gradio inpainting app; ControlNet workflow plans,Auxiliary detectors/preprocessors for ControlNet workflows.,Pulls model/preprocessor dependencies; document detector-specific model downloads.,medium,documented_v0_3,packages/controlnet-aux.md,v0.3-image-restoration-face-segmentation,https://github.com/huggingface/controlnet_aux | https://github.com/Fannovel16/comfyui_controlnet_aux | https://github.com/comfyorg/comfyui-controlnet-aux,full_card
PIP-0025,psutil,psutil,psutil,diagnostics,confirmed,critical,used in AI Workstation Validator,AI Workstation Validator / EnvPack diagnostics,"Process, memory, disk, network/port diagnostics.",Core for AWF EnvPack and system validator.,low,documented_v0_3,packages/psutil.md,v0.3-image-restoration-face-segmentation,https://psutil.readthedocs.io/ | https://psutil.readthedocs.io/latest/install.html | https://pypi.org/project/psutil/ | https://github.com/giampaolo/psutil,full_card
PIP-0026,open-webui,open-webui,open_webui,llm_ui,confirmed,medium,not pinned,Local LLM UI comparisons; Ollama/OpenAI-compatible local UI planning.,Reference implementation to evaluate before building AIWF guide-facing local chat UI.,Treat as an app/runtime. Prefer Docker or dedicated venv; do not drop into ComfyUI venv casually.,high,documented_v0_5,packages/open-webui.md,v0.5-training-data-config-llm-framework,https://docs.openwebui.com/ | https://docs.openwebui.com/getting-started/ | https://github.com/open-webui/open-webui,full_card
PIP-0027,gfpgan,gfpgan,gfpgan,face_restore,confirmed,high,pip install gfpgan --no-deps mentioned,Old photo restoration / comfyui_gfpgan,"Face restoration/enhancement, often used in old photo and face-fix workflows.",Use --no-deps in some Comfy setups to avoid torch dependency clobbering.,high,documented_v0_3,packages/gfpgan.md,v0.3-image-restoration-face-segmentation,https://github.com/TencentARC/GFPGAN | https://pypi.org/project/gfpgan/,full_card
PIP-0028,dlib,dlib,dlib,face_detection,source_reviewed,medium,may need dlib and CMake/prebuilt wheel,v0.9 source-reviewed promotion: Legacy face detection and landmark package with frequent native build risk.,Legacy face detection and landmark package with frequent native build risk.,Avoid unless required; prefer modern alternatives where scope allows.,very_high,documented_v0_9,packages/dlib.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/dlib/ | http://dlib.net/,full_card
PIP-0029,cmake,cmake,cmake,native_build_tool,project_context,medium,not pinned,Native extension build triage; package install repair; Windows ComfyUI dependency debugging.,Shows up when building packages with C++/CUDA code; relevant to Windows install failures for AI dependencies.,"The pip package can provide CMake, but the rest of the toolchain still matters: compiler, SDK, CUDA, headers, and generator.",medium,documented_v0_6,packages/cmake.md,v0.6-media-video-audio-cli-build,https://cmake.org/documentation/ | https://pypi.org/project/cmake/ | https://scikit-build-core.readthedocs.io/en/latest/guide/getting_started.html,full_card
PIP-0030,k-diffusion,k-diffusion,k_diffusion,sampler_backend,source_reviewed,high,k_diffusion referenced in SD webui traceback,v0.9 source-reviewed promotion: Sampler/backend package used by SD tooling and older WebUI sampler stacks.,Sampler/backend package used by SD tooling and older WebUI sampler stacks.,PyPI library install differs from full repo/editable scripts.,medium,documented_v0_9,packages/k-diffusion.md,v0.9-custom-node-training-web-deps,https://github.com/crowsonkb/k-diffusion | https://pypi.org/project/k-diffusion/,full_card
PIP-0031,numpy,numpy,numpy,numeric,project_context,critical,,Required by torch/diffusers/image/video stacks and most custom nodes,Array math and image/tensor bridge work.,Watch NumPy 1.x vs 2.x compatibility with older packages like basicsr/onnxruntime/OpenCV.,medium,documented_v0_3,packages/numpy.md,v0.3-image-restoration-face-segmentation,https://numpy.org/install/ | https://numpy.org/devdocs/numpy_2_0_migration_guide.html | https://numpy.org/doc/2.0/dev/depending_on_numpy.html | https://pypi.org/project/numpy/,full_card
PIP-0032,opencv-python,opencv-python,cv2,image_video_io,project_context,critical,,VQA/image processing/ControlNet/restoration workflows,"Computer vision image/video loading, masking, transforms, edge/canny operations.",Use opencv-python-headless for server-only apps when GUI libs cause conflicts.,medium,documented_v0_3,packages/opencv-python.md,v0.3-image-restoration-face-segmentation,https://pypi.org/project/opencv-python/ | https://github.com/opencv/opencv-python | https://docs.opencv.org/,full_card
PIP-0033,opencv-python-headless,opencv-python-headless,cv2,image_video_io,source_reviewed,medium,,v0.9 source-reviewed promotion: Headless OpenCV wheel variant; imports as cv2.,Headless OpenCV wheel variant; imports as cv2.,Do not casually mix OpenCV package flavors in one venv.,medium,documented_v0_9,packages/opencv-python-headless.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/opencv-python/,full_card
PIP-0034,tqdm,tqdm,tqdm,cli_progress,project_context,medium,not pinned,"Training scripts, installers, dataset processing, download/progress bars.","Gives visible progress in one-click installers, validators, and batch processing tools.",Usually safe. Jupyter/UI behavior can differ from terminal behavior.,low,documented_v0_5,packages/tqdm.md,v0.5-training-data-config-llm-framework,https://tqdm.github.io/ | https://pypi.org/project/tqdm/,full_card
PIP-0035,requests,requests,requests,http,project_context,medium,not pinned,"Downloads, API calls, local service health checks, GitHub/HF/Ollama/OpenAI-compatible calls.",AIWF tooling touches local and remote services; requests is the stable baseline for simple HTTP.,Use timeouts. For async stacks use httpx/aiohttp instead.,low,documented_v0_5,packages/requests.md,v0.5-training-data-config-llm-framework,https://requests.readthedocs.io/ | https://requests.readthedocs.io/en/latest/user/install/ | https://pypi.org/project/requests/,full_card
PIP-0036,PyYAML,PyYAML,yaml,config,project_context,medium,,"ComfyUI extra_model_paths.yaml, AIWF config files, node/workflow tooling.","YAML parser/emitter used for config files such as model paths, app settings, and workflow/tool metadata.","Import name is `yaml`, not `pyyaml`. Use safe loaders for untrusted YAML.",low,documented_v0_4,packages/pyyaml.md,v0.4-rag-ocr-llm-client,https://pyyaml.org/wiki/PyYAMLDocumentation | https://pypi.org/project/PyYAML/,full_card
PIP-0037,einops,einops,einops,tensor_ops,project_context,high,not pinned,Diffusion/video/model code; tensor rearrange patterns; ComfyUI custom nodes.,Readable rearrange/reduce/repeat patterns expose batch/frame/channel/latent dimensionality problems.,"Light dependency. Most failures are shape/pattern bugs, not install bugs.",low,documented_v0_5,packages/einops.md,v0.5-training-data-config-llm-framework,https://einops.rocks/ | https://einops.rocks/1-einops-basics/,full_card
PIP-0038,kornia,kornia,kornia,vision_tensor_ops,project_context,medium,not pinned,"Differentiable image processing, augmentation, geometry, restoration/control helpers.",Useful for GPU tensor image transforms without constant PIL/OpenCV roundtrips.,Depends on PyTorch; validate torch/CUDA first.,medium,documented_v0_5,packages/kornia.md,v0.5-training-data-config-llm-framework,https://kornia.readthedocs.io/en/latest/get-started/installation.html | https://pypi.org/project/kornia/,full_card
PIP-0039,spandrel,spandrel,spandrel,upscale_model_architecture,upstream_confirmed,high,not pinned,ComfyUI upstream requirements.txt non-essential dependency; upscale/model architecture loading.,Model architecture detection/loading support used around upscalers and restoration models. Important for ESRGAN/SwinIR-style model handling in ComfyUI.,"Treat as image-model infrastructure. If upscale model loading fails, check Spandrel before blaming the model file.",medium,documented_v0_7,packages/spandrel.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://github.com/chaiNNer-org/spandrel | https://pypi.org/project/spandrel/,full_card
PIP-0040,timm,timm,timm,vision_models,project_context,medium,not pinned,"Vision encoders, classifier/backbone models, training/eval scripts, image model utilities.","Reference model zoo for image understanding, VQA prep, classifier features, and training examples.",Pin with torch/torchvision. Model names and pretrained weights can change across versions.,medium,documented_v0_5,packages/timm.md,v0.5-training-data-config-llm-framework,https://huggingface.co/docs/timm/index | https://huggingface.co/timm | https://pypi.org/project/timm/,full_card
PIP-0041,tokenizers,tokenizers,tokenizers,text_tokenization,project_context,medium,,"Transformers, VQA/VLM, local LLM and embedding model support.",Hugging Face fast tokenizer backend used by transformers and many local model stacks.,"Usually arrives through transformers. Direct installs are fine, but version skew can affect tokenizer/model loading.",medium,documented_v0_4,packages/tokenizers.md,v0.4-rag-ocr-llm-client,https://huggingface.co/docs/tokenizers/installation | https://huggingface.co/docs/tokenizers/index,full_card
PIP-0042,sentencepiece,sentencepiece,sentencepiece,text_tokenization,project_context,medium,not pinned,LLM/tokenizer dependencies; training/inference for models using SentencePiece vocabularies.,"When tokenizer creation fails, SentencePiece is often the missing backend.",Wheels/Python version can matter. Do not confuse with Hugging Face tokenizers.,medium,documented_v0_5,packages/sentencepiece.md,v0.5-training-data-config-llm-framework,https://github.com/google/sentencepiece | https://pypi.org/project/sentencepiece/,full_card
PIP-0043,protobuf,protobuf,google.protobuf,serialization,project_context,medium,,Transformers/tokenizers/model serialization dependency cluster.,"Protocol Buffers Python runtime used by model, tokenizer, ONNX, and ML tooling dependencies.",Pin only when a dependency requires it. Protobuf version skew can break generated proto modules or TensorFlow/HF-adjacent tools.,medium,documented_v0_4,packages/protobuf.md,v0.4-rag-ocr-llm-client,https://github.com/protocolbuffers/protobuf/blob/main/python/README.md | https://pypi.org/project/protobuf/,full_card
PIP-0044,pydantic,pydantic,pydantic,validation_config,project_context,medium,,FastAPI/Gradio/OpenWebUI/API tooling,Data validation and settings models.,Pydantic v1/v2 mismatch is a common FastAPI/Gradio breakage point.,medium,documented_v0_2,packages/pydantic.md,v0.2-ui-api,https://pydantic.dev/docs/validation/latest/get-started/ | https://pypi.org/project/pydantic/,full_card
PIP-0045,starlette,starlette,starlette,ui_backend_api,project_context,medium,,FastAPI/Gradio web stack,ASGI framework layer under FastAPI.,Pin via FastAPI requirements; do not hand-upgrade in legacy webui.,medium,documented_v0_2,packages/starlette.md,v0.2-ui-api,https://starlette.dev/ | https://fastapi.tiangolo.com/deployment/versions/,full_card
PIP-0046,uvicorn,uvicorn,uvicorn,ui_backend_api,project_context,medium,,FastAPI/Gradio app hosting,ASGI server for Python web apps.,Use standard extras only when needed.,low,documented_v0_2,packages/uvicorn.md,v0.2-ui-api,https://uvicorn.dev/ | https://pypi.org/project/uvicorn/ | https://fastapi.tiangolo.com/deployment/manually/,full_card
PIP-0047,basicsr,basicsr,basicsr,restoration_upscale,project_context,high,,GFPGAN/RealESRGAN/old-photo restoration ecosystem,Restoration training/inference framework used by GFPGAN/RealESRGAN-era tools.,Often breaks with newer torchvision/Numpy; document pins carefully.,high,documented_v0_3,packages/basicsr.md,v0.3-image-restoration-face-segmentation,https://github.com/XPixelGroup/BasicSR | https://basicsr.readthedocs.io/ | https://pypi.org/project/basicsr/ | https://github.com/xinntao/Real-ESRGAN/issues/768,full_card
PIP-0048,realesrgan,realesrgan,realesrgan,restoration_upscale,project_context,high,,Upscaler workflow plans and GFPGAN ecosystem,Real-ESRGAN upscaling/restoration implementation.,Watch basicsr/facexlib/gfpgan dependency interactions.,high,documented_v0_3,packages/realesrgan.md,v0.3-image-restoration-face-segmentation,https://github.com/xinntao/Real-ESRGAN | https://pypi.org/project/realesrgan/ | https://github.com/xinntao/Real-ESRGAN/issues/768,full_card
PIP-0049,facexlib,facexlib,facexlib,face_restore,project_context,high,,GFPGAN/RestoreFormer/face enhancement stack,Face detection/alignment/parsing utilities for restoration packages.,Usually transitive through gfpgan; avoid duplicate dependency churn.,medium,documented_v0_3,packages/facexlib.md,v0.3-image-restoration-face-segmentation,https://github.com/xinntao/facexlib | https://pypi.org/project/facexlib/,full_card
PIP-0050,insightface,insightface,insightface,face_swap_identity,project_context,critical,,ReActor face swap / face control workflows,Face recognition/embedding/detection backbone used by ReActor and similar face swap tools.,Windows wheels/build deps can be difficult; onnxruntime provider matters.,very_high,documented_v0_3,packages/insightface.md,v0.3-image-restoration-face-segmentation,https://github.com/deepinsight/insightface/tree/master/python-package | https://pypi.org/project/insightface/ | https://github.com/deepinsight/insightface,full_card
PIP-0051,onnxruntime,onnxruntime,onnxruntime,inference_runtime,project_context,high,,InsightFace/ReActor/rembg/VQA-ish auxiliary model runtimes,CPU ONNX inference runtime.,Choose CPU vs GPU package intentionally; do not install both blindly.,medium,documented_v0_3,packages/onnxruntime.md,v0.3-image-restoration-face-segmentation,https://onnxruntime.ai/docs/install/ | https://onnxruntime.ai/docs/get-started/with-python.html | https://pypi.org/project/onnxruntime/,full_card
PIP-0052,onnxruntime-gpu,onnxruntime-gpu,onnxruntime,inference_runtime,project_context,medium,,GPU acceleration option for ONNX face/background/VQA helpers,GPU ONNX runtime provider.,Use only when CUDA/cuDNN/provider compatibility is confirmed; do not install blindly beside CPU onnxruntime.,very_high,documented_v0_3,packages/onnxruntime-gpu.md,v0.3-image-restoration-face-segmentation,https://onnxruntime.ai/docs/install/ | https://onnxruntime.ai/docs/execution-providers/CUDA-ExecutionProvider.html | https://pypi.org/project/onnxruntime-gpu/,full_card
PIP-0053,onnx,onnx,onnx,model_format,project_context,medium,,ONNX model tooling around InsightFace/ReActor/rembg,ONNX model format utilities.,Often transitive but useful for inspection/conversion.,medium,documented_v0_3,packages/onnx.md,v0.3-image-restoration-face-segmentation,https://onnx.ai/onnx/ | https://github.com/onnx/onnx/blob/main/INSTALL.md | https://pypi.org/project/onnx/,full_card
PIP-0054,ultralytics,ultralytics,ultralytics,detection_segmentation,confirmed,high,ultralytics model folder referenced,ComfyUI model path memory; detector/segmentation workflows,YOLO detection/segmentation models used by custom nodes and automation.,Can pull opencv/torch deps; avoid letting it replace torch.,medium,documented_v0_3,packages/ultralytics.md,v0.3-image-restoration-face-segmentation,https://docs.ultralytics.com/ | https://docs.ultralytics.com/quickstart/ | https://docs.ultralytics.com/usage/python/ | https://pypi.org/project/ultralytics/,full_card
PIP-0055,segment-anything,segment-anything,segment_anything,segmentation,project_context,high,,SAM/SAM2 inpaint and mask workflows,Meta SAM v1 segmentation model package.,SAM2 uses different repo/package path; distinguish clearly.,medium,documented_v0_3,packages/segment-anything.md,v0.3-image-restoration-face-segmentation,https://github.com/facebookresearch/segment-anything | https://segment-anything.com/,full_card
PIP-0056,sam2,SAM-2 / editable sam2 repo,sam2,segmentation,project_context,high,,SAM2 + SDXL inpainting workflow plans,SAM 2 segmentation/video mask support.,Install as isolated editable repo; protect main ComfyUI venv from torch upgrades; WSL/Ubuntu recommended upstream for Windows.,high,documented_v0_3,packages/sam2.md,v0.3-image-restoration-face-segmentation,https://github.com/facebookresearch/sam2 | https://github.com/facebookresearch/sam2/blob/main/INSTALL.md,full_card
PIP-0057,groundingdino,groundingdino,groundingdino,detection_segmentation,source_reviewed,high,,v0.9 source-reviewed promotion: Text-guided/open-vocabulary detection used before SAM/SAM2 mask refinement.,Text-guided/open-vocabulary detection used before SAM/SAM2 mask refinement.,Prefer Transformers inference route when it covers the scope; native installs can be fragile.,very_high,documented_v0_9,packages/groundingdino.md,v0.9-custom-node-training-web-deps,https://huggingface.co/docs/transformers/en/model_doc/grounding-dino | https://huggingface.co/docs/transformers/en/tasks/zero_shot_object_detection | https://pypi.org/project/groundingdino-py/,full_card
PIP-0058,rembg,rembg,rembg,background_segmentation,confirmed,low,asked about modern replacement and VQA dependency concerns,User asked about modern/equivalent replacement and VQA dependency safety.,Background removal utility often used in image preprocessing pipelines.,Uses ONNX Runtime paths; choose extras/provider carefully. Not needed for VQA unless a node imports it directly.,medium,documented_v0_4,packages/rembg.md,v0.4-rag-ocr-llm-client,https://github.com/danielgatis/rembg | https://pypi.org/project/rembg/2.0.28/,full_card
PIP-0059,transparent-background,transparent-background,transparent_background,background_segmentation,project_context,low,,AIWF image preprocessing and rembg replacement discussion.,Background removal package powered by InSPyReNet; candidate alternative for cutout workflows.,Package name uses hyphen; import name uses underscore. Confirm CLI entry point and Python interpreter path in ComfyUI/venv installs.,medium,documented_v0_4,packages/transparent-background.md,v0.4-rag-ocr-llm-client,https://pypi.org/project/transparent-background/ | https://pypi.org/project/transparent-background/1.1.2/,full_card
PIP-0060,scikit-image,scikit-image,skimage,image_processing,project_context,medium,,Restoration/inpaint/image analysis workflows,Classical image processing and metrics.,Numpy/scipy compatibility matters.,medium,documented_v0_3,packages/scikit-image.md,v0.3-image-restoration-face-segmentation,https://scikit-image.org/ | https://scikit-image.org/docs/stable/user_guide/install.html | https://pypi.org/project/scikit-image/,full_card
PIP-0061,imageio,imageio,imageio,media_image_video_io,project_context,medium,not pinned,Workflow/frame utilities; MoviePy dependency path; generated images/video manifests.,"Good general-purpose read/write layer for images, GIFs, simple video, previews, dataset frame extraction, and quick scripts without directly managing FFmpeg subprocesses.","For video, install the right backend/plugin. `imageio[ffmpeg]` pulls the FFmpeg backend path; PyAV plugin needs `av` installed.",low,documented_v0_6,packages/imageio.md,v0.6-media-video-audio-cli-build,https://imageio.readthedocs.io/ | https://imageio.readthedocs.io/en/v2.34.2/_autosummary/imageio.plugins.ffmpeg.html | https://imageio.readthedocs.io/en/stable/_autosummary/imageio.plugins.pyav.html,full_card
PIP-0062,imageio-ffmpeg,imageio-ffmpeg,imageio_ffmpeg,media_video_io,project_context,medium,not pinned,Video export/read helpers; MoviePy/ImageIO dependency path; beginner-friendly media support.,"Useful for one-click workflows because platform wheels can include the FFmpeg executable, avoiding a separate manual ffmpeg install for many simple cases.",Package can be large because wheels may contain ffmpeg binaries. Still validate codec behavior; included binary is not the same as full system FFmpeg installation policy.,low,documented_v0_6,packages/imageio-ffmpeg.md,v0.6-media-video-audio-cli-build,https://github.com/imageio/imageio-ffmpeg | https://pypi.org/project/imageio-ffmpeg/ | https://imageio.readthedocs.io/en/v2.34.2/_autosummary/imageio.plugins.ffmpeg.html,full_card
