pass_id,pack_number,pack_name,repo,node_id_class_type,display_name,category,schema_level,status,input_summary,output_summary,primary_use,models_or_dependencies,workflow_generation_policy,portable_default_candidate,requires_local_test,risk_tags,source_refs,notes
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:LongVie2,LongVie2,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Lynx,Lynx,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:MTV,MTV,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Main,Main,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Mocha,Mocha,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:ModelLoading,ModelLoading,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:MultiTalk,MultiTalk,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:OneToAll,OneToAll,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Ovi,Ovi,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Qwen,Qwen,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:RecamMaster,RecamMaster,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:S2V,S2V,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:SCAIL,SCAIL,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Sampler,Sampler,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:SkyReels,SkyReels,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:SteadyDancer,SteadyDancer,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Uni3C,Uni3C,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:UniAnimate,UniAnimate,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:Utility,Utility,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,MODULE:WanMove,WanMove,WanVideoWrapper/module,module_inventory_confirmed,required_or_optional_module,see module file,various,Wan ecosystem module inventory,Many optional modules may fail import if dependencies absent,rag_only_needs_module_sweep,no,yes,"optional_module,heavy_video,dependency_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoBlockSwap,WanVideoBlockSwap,WanVideoWrapper,schema_confirmed,active,blocks_to_swap; offload flags; optional VACE/prefetch/debug,BLOCKSWAPARGS,VRAM reduction by CPU block swapping,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"vram,offload,hardware_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoExtraModelSelect,WanVideoExtraModelSelect,WanVideoWrapper,schema_confirmed,active,extra_model; optional prev_model,VACEPATH,select extra state dict/model for main Wan model,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"extra_model,model_file",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoLoraSelect,WanVideoLoraSelect,WanVideoWrapper,schema_confirmed,active,lora; strength; optional prev_lora/blocks/low_mem_load/merge_loras,WANVIDLORA,select Wan LoRA with block/filter metadata,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"lora,metadata,model_patch",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoLoraSelectByName,WanVideoLoraSelectByName,WanVideoWrapper,schema_confirmed,active,lora_name string; strength; optional prev_lora/blocks,WANVIDLORA,find/select Wan LoRA by filename substring,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"lora,string_match",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoLoraSelectMulti,WanVideoLoraSelectMulti,WanVideoWrapper,schema_confirmed,active,five lora slots with strengths; optional prev/blocks/low_mem/merge,WANVIDLORA,multi-LoRA selector,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"lora,multi_lora",turn143file0;turn144file0;turn145file0,
02B,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoSampler,WanVideoSampler,WanVideoWrapper,schema_confirmed,active,"required model WANVIDEOMODEL, image_embeds WANVIDIMAGE_EMBEDS, steps, cfg, shift, seed, force_offload, scheduler, riflex_freq_index; optional text_embeds, samples, denoise_strength, feta/context/cache/slg/loop/experimental/sigmas/unianimate/fantasytalking/uni3c/multitalk/freeinit args, start/end step, add_noise_to_samples","LATENT samples, LATENT denoised_samples",Core WanVideoWrapper sampler for T2V/I2V/control/video-to-video paths.,WanVideoWrapper full stack; Wan model loader/text/image embeds; scheduler list; optional modules for context/cache/control/audio/pose.,rag_only_or_expert_local_test,False,True,video_model_required;high_vram;many_optional_modules;hardware_version_sensitive,turn143file0 turn144file0 turn152file0 turn153file0 turn154file0,Indexed for RAG and future workflow repair; not safe as beginner default until a specific Wan workflow path is audited end-to-end.
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoTorchCompileSettings,WanVideoTorchCompileSettings,WanVideoWrapper,schema_confirmed,active,backend; fullgraph; mode; dynamic; dynamo cache/recompile; transformer block compile flags,WANCOMPILEARGS,torch.compile settings for model loader,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,rag_only_or_expert_local_test,no,yes,"torch_compile,triton,version_sensitive",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoVACEModelSelect,WanVideoVACEModelSelect,WanVideoWrapper,schema_confirmed,active,vace_model from unet_gguf + diffusion_models,VACEPATH,select extra VACE model,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"vace,model_file",turn143file0;turn144file0;turn145file0,
PASS_02A,15,ComfyUI-WanVideoWrapper,kijai/ComfyUI-WanVideoWrapper,WanVideoVRAMManagement,WanVideoVRAMManagement,WanVideoWrapper,schema_confirmed,active,offload_percent,VRAM_MANAGEMENTARGS,DiffSynth-style parameter offload,Wan models; diffusion_models; unet_gguf; LoRAs; optional Triton/Flash/Sage attention deps,guarded_generate_after_local_test,no,yes,"vram,offload,slow_path",turn143file0;turn144file0;turn145file0,
