source_id,source_name,source_type,repo_or_file,url_or_path,pack_numbers,node_rows_supported,best_schema_level,workflow_policy_values_seen,risk_tags_seen,citation_markers_seen,rag_use,verification_status,notes
SRC-012,ComfyUI-Video-Matting,github_repo,Fannovel16/ComfyUI-Video-Matting,https://github.com/Fannovel16/ComfyUI-Video-Matting,63,2,schema_confirmed,guarded_generate_after_local_test,"background_removal,video_batch,model_download,fp16; video_matting,temporal,model_download,fp16",turn252file0; turn295file0; turn296file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-013,comfyui_controlnet_aux,github_repo,Fannovel16/comfyui_controlnet_aux,https://github.com/Fannovel16/comfyui_controlnet_aux,12,4,schema_confirmed,do_not_generate; guarded_generate_after_local_test; rag_only_or_expert_local_test; safe_to_generate_if_controlnet_aux_installed,dependency_sensitive; dynamic_wrapper_import,turn134file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-014,ComfyUI-ReActor,github_repo,Gourieff/ComfyUI-ReActor,https://github.com/Gourieff/ComfyUI-ReActor,21,16,schema_confirmed,do_not_generate_utility_typo_unless_needed; guarded_generate_after_local_test; safe_to_generate_when_dependency_installed,"face_filtering,face_restore_model_required; face_restore_model_required; identity_embedding_blend; identity_sensitive,external_models,onnxruntime,face_restore; identity_sensitive,options_object; list_output; memory_cleanup,side_effect_node; model_file_required; none; qa_identity_metric; typo_id,utility_overlap; ultralytics,sam,mask_composite; utility_overlap; writes_file,identity_model; writes_file_optional,identity_model",turn166file0; turn167file0; turn168file0; turn170file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-015,AuraSR-ComfyUI,github_repo,GreenLandisaLie/AuraSR-ComfyUI,https://github.com/GreenLandisaLie/AuraSR-ComfyUI,100,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn263file1; turn263file6,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-016,ComfyUI-Advanced-ControlNet,github_repo,Kosinkadink/ComfyUI-Advanced-ControlNet,https://github.com/Kosinkadink/ComfyUI-Advanced-ControlNet,16,43,schema_confirmed,do_not_generate; guarded_generate_after_local_test; guarded_generate_after_schema_check; safe_to_generate_if_advanced_controlnet_installed,"advanced_conditioning; controlnet,keyframes,workflow_sensitive; controlnet_model_required; deprecated,red_node_avoidance; version_sensitive",turn146file0; turn147file0; turn149file0; turn150file0; turn151file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-017,AnimateDiff Evolved,github_repo,Kosinkadink/ComfyUI-AnimateDiff-Evolved,https://github.com/Kosinkadink/ComfyUI-AnimateDiff-Evolved,24,129,mapping_confirmed,do_not_generate; rag_only_do_not_generate_until_schema_confirmed,"deprecated,animatediff,red_node_risk; mapping_only,animatediff,video,needs_schema_sweep",turn179file0; turn180file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-018,ImagesGrid,github_repo,LEv145/images-grid-comfy-plugin,https://github.com/LEv145/images-grid-comfy-plugin,40,5,schema_confirmed,guarded_generate_after_schema_check; safe_generate_when_installed,"annotation,needs_schema; grid,review,contact_sheet; image_grid,needs_schema; latent_grid,needs_schema",turn215file0; turn218file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-019,Canvas Tab,github_repo,Lerc/canvas_tab,https://github.com/Lerc/canvas_tab,67,1,module_inventory,rag_only_not_workflow_default,"ui_extension,not_portable_workflow",turn246file3,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-020,ComfyUI-LTXVideo,github_repo,Lightricks/ComfyUI-LTXVideo,https://github.com/Lightricks/ComfyUI-LTXVideo,22,53,schema_confirmed,guarded_generate_after_local_test; rag_only_do_not_generate_until_schema_confirmed,"mapping_only,ltx,needs_schema_sweep; video_extension,overlap_sensitive; video_sampler,in_context,ltx; video_sampler,ltx,depends_on_core_guider_stack",turn171file0; turn172file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-021,ComfyUI-BiRefNet-Hugo,github_repo,MoonHugo/ComfyUI-BiRefNet-Hugo,https://github.com/MoonHugo/ComfyUI-BiRefNet-Hugo,53,1,schema_confirmed,guarded_generate_after_local_test,"background_removal,birefnet,hf_download,device_sensitive",turn237file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-022,ComfyUI AdvancedLivePortrait,github_repo,PowerHouseMan/ComfyUI-AdvancedLivePortrait,https://github.com/PowerHouseMan/ComfyUI-AdvancedLivePortrait,69,1,mapping_confirmed,guarded_generate_after_schema,"liveportrait,identity,face_animation,needs_schema",turn246file1; turn246file5,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-023,ComfyUI-Image-Selector,github_repo,SLAPaper/ComfyUI-Image-Selector,https://github.com/SLAPaper/ComfyUI-Image-Selector,39,4,schema_confirmed,safe_generate_when_installed,batch_selection; batch_utility; latent_batch_selection; latent_batch_utility,turn214file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-024,ComfyUI-IPAdapter-Flux,github_repo,Shakker-Labs/ComfyUI-IPAdapter-Flux,https://github.com/Shakker-Labs/ComfyUI-IPAdapter-Flux,78,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema,base_model_specific",turn249file1; turn249file5; turn249file9,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-025,Comfyroll Studio,github_repo,Suzie1/ComfyUI_Comfyroll_CustomNodes,https://github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes,34,7,mapping_confirmed,rag_only_needs_node_schema_sweep,"aspect_ratio,legacy_wrapper; controlnet_stack,legacy_wrapper; graphics,text; huge_legacy_pack,wrapper_nodes; lora_stack,legacy_wrapper; router,switch; xy_grid,output",turn203file16; turn211file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-026,ComfyUI-Portrait-Maker,github_repo,THtianhao/ComfyUI-Portrait-Maker,https://github.com/THtianhao/ComfyUI-Portrait-Maker,85,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn260file5,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-027,ComfyUI_tinyterraNodes,github_repo,TinyTerra/ComfyUI_tinyterraNodes,https://github.com/TinyTerra/ComfyUI_tinyterraNodes,35,5,key_behavior_confirmed,rag_only_needs_node_schema_sweep,"dynamic_widgets,autoupdate_option,legacy_nodes; pipeline_wrapper,cache,hidden_flow",turn212file0; turn213file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-028,ComfyUI Neural Network Latent Upscale,github_repo,Ttl/ComfyUi_NNLatentUpscale,https://github.com/Ttl/ComfyUi_NNLatentUpscale,96,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn262file1,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-029,FUSE Face Enhancer,github_repo,WASasquatch/face-upscaling-and-seamless-embedding,https://github.com/WASasquatch/face-upscaling-and-seamless-embedding,82,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn260file2; turn260file6,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-030,x-flux-comfyui,github_repo,XLabs-AI/x-flux-comfyui,https://github.com/XLabs-AI/x-flux-comfyui,28,8,schema_confirmed,guarded_generate_after_local_test; rag_only_or_expert_local_test,"flux,controlnet,timing,xlabs; flux,controlnet,xlabs; flux,ipadapter,model_patch; flux,ipadapter,model_patch,typo_smothing; flux,ipadapter,xlabs,typo_input_ipadatper; flux,lora,xlabs,model_patch; flux,sampler,custom_pipeline",turn189file0; turn190file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-031,ComfyUI-APISR,github_repo,ZHO-ZHO-ZHO/ComfyUI-APISR,https://github.com/ZHO-ZHO-ZHO/ComfyUI-APISR,93,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn262file0; turn262file3,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-032,ComfyUI-BRIA_AI-RMBG,github_repo,ZHO-ZHO-ZHO/ComfyUI-BRIA_AI-RMBG,https://github.com/ZHO-ZHO-ZHO/ComfyUI-BRIA_AI-RMBG,56,1,pack_inventory_light,guarded_generate_after_schema,"background_removal,model_download,needs_schema",turn223file1; turn223file6,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-033,ComfyUI-InstantID,github_repo,ZHO-ZHO-ZHO/ComfyUI-InstantID,https://github.com/ZHO-ZHO-ZHO/ComfyUI-InstantID,73,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema",turn248file1; turn248file6,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-034,ComfyUI PhotoMaker (ZHO),github_repo,ZHO-ZHO-ZHO/ComfyUI-PhotoMaker-ZHO,https://github.com/ZHO-ZHO-ZHO/ComfyUI-PhotoMaker-ZHO,80,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema",turn249file0; turn249file6,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-035,ComfyUI YoloWorld-EfficientSAM,github_repo,ZHO-ZHO-ZHO/ComfyUI-YoloWorld-EfficientSAM,https://github.com/ZHO-ZHO-ZHO/ComfyUI-YoloWorld-EfficientSAM,60,1,schema_confirmed,guarded_generate_after_local_test,"open_vocabulary_detection,segmentation,model_download",turn240file0; turn241file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-036,comfyui-portrait-master-zh-cn,github_repo,ZHO-ZHO-ZHO/comfyui-portrait-master-zh-cn,https://github.com/ZHO-ZHO-ZHO/comfyui-portrait-master-zh-cn,89,1,not_found_retry,do_not_generate,"needs_retry,stale_or_moved_repo",no; results; search; turn265,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-037,DynamicPrompts Custom Nodes,github_repo,adieyal/comfyui-dynamicprompts,https://github.com/adieyal/comfyui-dynamicprompts,43,6,mapping_confirmed,guarded_generate_after_local_test; safe_generate; safe_generate_after_user_choice,combinatorial_explosion; external_model_or_randomness; model_download_or_external_dep; primitive; random_prompting; template_execution,turn233file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-038,ComfyUI Prompt Control,github_repo,asagi4/comfyui-prompt-control,https://github.com/asagi4/comfyui-prompt-control,47,9,schema_confirmed,guarded_generate_after_local_test; rag_only_until_workflow_smoke_test; rag_only_utility; safe_generate_utility,"debug,ui_utility; mask_prompting,clip_mutation; prompt_macros,debug_utility; prompt_parser,conditioning; prompt_parser,timestep_range,conditioning; prompt_schedule,debug_utility; sdxl,clip_mutation,prompt_settings; v3_api,dynamic_graph,prompt_parser,advanced_prompting",turn273file0; turn301file0; turn302file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-039,ComfyUI-HyperLoRA,github_repo,bytedance/ComfyUI-HyperLoRA,https://github.com/bytedance/ComfyUI-HyperLoRA,87,11,schema_confirmed,guarded_generate_after_local_test; rag_only_expert; rag_only_output,"file_output,lora_save; identity,base_lora,face_crop; identity,face_crop,arcface,clip; identity,hypernetwork,lora_config; identity,loader_wrapper; identity,lora_generation; identity,lora_generation,wrapper; identity,model_loader,insightface; insightface,face_landmarks; lora_apply,model_patch; lora_generation,base_condition",turn299file0; turn300file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-040,ComfyUI-InfiniteYou,github_repo,bytedance/ComfyUI_InfiniteYou,https://github.com/bytedance/ComfyUI_InfiniteYou,86,5,schema_confirmed,guarded_generate_after_local_test,"identity,arcface,conditioning; identity,controlnet,flux,hf_download; identity,flux,controlnet,mask; identity,insightface,arcface,hf_download,flux; identity,pose,keypoints,face_detection",turn297file0; turn298file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-041,CLIPSeg,github_repo,chaoqun789/ComfyUI-CLIPSeg,https://github.com/chaoqun789/ComfyUI-CLIPSeg,57,2,schema_confirmed,guarded_generate_after_local_test; safe_generate_utility,"clipseg,semantic_mask,hf_download,model_download; mask_combine,preview",turn279file0; turn280file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-042,ComfyUI-LayerStyle,github_repo,chflame163/ComfyUI_LayerStyle,https://github.com/chflame163/ComfyUI_LayerStyle,64,5,module_inventory,rag_only_until_schema,"color_pipeline,needs_schema; dynamic_import,large_pack; graphics_layout,needs_schema; image_editing,needs_schema; mask_alpha,needs_schema",turn245file0; turn245file12; turn245file15; turn245file17; turn245file19; turn245file21; turn245file28; turn245file29; turn245file32; turn245file33; turn245file35; turn245file39; turn245file40; turn245file42; turn245file44; turn245file46; turn245file48; turn245file7; turn245file9; turn255file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-043,ComfyUI_LayerStyle_Advance,github_repo,chflame163/ComfyUI_LayerStyle_Advance,https://github.com/chflame163/ComfyUI_LayerStyle_Advance,65,5,module_inventory,rag_only_until_schema,"captioning,florence2,needs_schema; dynamic_import,large_pack; media_tools,needs_schema; segmentation,first_of_type_overlap; vlm,llm,api_or_model_deps",turn245file10; turn245file16; turn245file2; turn245file20; turn245file22; turn245file23; turn245file24; turn245file25; turn245file27; turn245file30; turn245file31; turn245file34; turn245file36; turn245file37; turn245file38; turn245file43; turn245file45; turn245file47; turn245file49; turn245file6; turn256file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-044,Comfy-Topaz,github_repo,choey/Comfy-Topaz,https://github.com/choey/Comfy-Topaz,101,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn263file2; turn263file7,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-045,ComfyUI-GGUF,github_repo,city96/ComfyUI-GGUF,https://github.com/city96/ComfyUI-GGUF,11,6,schema_confirmed,guarded_generate_after_local_test,"gguf,dtype_control,hardware_version_sensitive; gguf,quantized_model,hardware_version_sensitive; gguf,text_encoder,model_format_sensitive",turn132file0; turn133file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-046,Latent-Interposer,github_repo,city96/SD-Latent-Interposer,https://github.com/city96/SD-Latent-Interposer,98,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn263file0; turn263file5,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-047,SD-Latent-Upscaler,github_repo,city96/SD-Latent-Upscaler,https://github.com/city96/SD-Latent-Upscaler,97,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn263file4; turn263file8,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-048,Face Analysis for ComfyUI,github_repo,cubiq/ComfyUI_FaceAnalysis,https://github.com/cubiq/ComfyUI_FaceAnalysis,81,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema",turn249file2; turn249file8,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-049,ComfyUI_IPAdapter_plus,github_repo,cubiq/ComfyUI_IPAdapter_plus,https://github.com/cubiq/ComfyUI_IPAdapter_plus,13,37,schema_confirmed,guarded_generate_after_local_test; guarded_generate_after_schema_check; rag_only_or_expert_local_test; safe_to_generate_if_ipadapter_installed,"batch_shape_sensitive; clipvision,embedding_schedule,dependency_sensitive; clipvision,model_patch,dependency_sensitive; clipvision_required; dev_node; ipadapter_model_required; layer_weight_sensitive; model_patch",turn135file0; turn136file0; turn139file0; turn140file0; turn148file0; turn155file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-050,ComfyUI_InstantID,github_repo,cubiq/ComfyUI_InstantID,https://github.com/cubiq/ComfyUI_InstantID,72,4,schema_confirmed,guarded_generate_after_local_test,"face_keypoints,identity; identity,controlnet,attention_patch,local_test; identity,instantid,model_loader; insightface,onnx,identity",turn253file0; turn254file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-051,PuLID_ComfyUI,github_repo,cubiq/PuLID_ComfyUI,https://github.com/cubiq/PuLID_ComfyUI,75,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema",turn248file2; turn248file9,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-052,ComfyUI-ProPainter Nodes,github_repo,daniabib/ComfyUI_ProPainter_Nodes,https://github.com/daniabib/ComfyUI_ProPainter_Nodes,62,2,schema_confirmed,guarded_generate_after_local_test,"video_inpaint,temporal,pro_painter,heavy_vram,first_of_type; video_outpaint,temporal,heavy_vram,first_of_type",turn250file0; turn251file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-053,a-person-mask-generator,github_repo,djbielejeski/a-person-mask-generator,https://github.com/djbielejeski/a-person-mask-generator,59,1,pack_inventory_light,guarded_generate_after_schema,"person_segmentation,needs_schema",turn224file2,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-054,comfyui-enricos-nodes,github_repo,erosDiffusion/ComfyUI-enricos-nodes,https://github.com/erosDiffusion/ComfyUI-enricos-nodes,68,1,module_inventory,rag_only_until_schema,"utility_pack,needs_schema",turn246file2,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-055,comfyui-portrait-master,github_repo,florestefano1975/comfyui-portrait-master,https://github.com/florestefano1975/comfyui-portrait-master,88,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn261file3,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-056,comfyui-prompt-composer,github_repo,florestefano1975/comfyui-prompt-composer,https://github.com/florestefano1975/comfyui-prompt-composer,46,1,pack_inventory_light,rag_only_needs_schema,"prompting,needs_schema",turn227file2,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-057,ComfyUI Flowty LDSR,github_repo,flowtyone/ComfyUI-Flowty-LDSR,https://github.com/flowtyone/ComfyUI-Flowty-LDSR,99,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn263file3,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-058,Save Image with Generation Metadata,github_repo,giriss/comfy-image-saver,https://github.com/giriss/comfy-image-saver,41,9,schema_confirmed,safe_generate,"metadata,output_node; metadata_helper; primitive",turn230file0; turn231file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
