duplicate_source_archive,duplicate_internal_path,duplicate_size_bytes,sha256,kept_as
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/starlette.md,1141,887ed3c17c99480085587ef5db1ed1e2eaaf7bc354f8cdf2854589533167bf18,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/starlette.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/uvicorn.md,1242,9d5118442418ac1b5cfc021e6fc43cf418064ff19a36a848e5de7419800bbb74,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/uvicorn.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/anyio.md,1104,d27f3ee7cfd692237dd8e82589add9d72748eae14faaa6c99407032dcea19b25,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/anyio.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/README.md,459,4cbba5dc9f69a9dbd4a6538359262f9dc7e50e8c8f4c2808cf3569a363796e3e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/README.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pillow.md,1492,3900fee166094a4c3fc1b6bfa932874caa8015dcca8701a712e1dd8e93a2a180,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pillow.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/numpy.md,1625,4cc22227c068bd97c8556932ce2fc3e89b5e188251ad97a1622fb514b8a37c3b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/numpy.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/opencv-python.md,1541,c2a291a4c4968656771e28c160052ed4d90f6f3aac2296db3595e47fc7162686,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/opencv-python.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/controlnet-aux.md,1752,b14d9926e2912969c045194e4bb7af1a5a71a848a68b3d8229bd223fef0df214,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/controlnet-aux.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/psutil.md,1519,dff07501b9ab2529386a0ffd90c9288b091d955b0a3575faca2fc936a198119e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/psutil.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/gfpgan.md,1472,a61b219172ad20d739db109ca2f9bef2428630f67ad82ae84d7e50c432b7910f,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/gfpgan.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/basicsr.md,1562,da36f82a3f4ff8ac294df3da59fd5faec7b8ade9004b829e427e0eea86cce920,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/basicsr.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/realesrgan.md,1389,48db8e8373babfb6735cf3d840c841cd0a51dd625cc16d6ae48103d088299fea,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/realesrgan.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/facexlib.md,1426,a409fd84f15e84b5551da64ac057ad75d4a4404cc91d904a8a3e28efe59fc94c,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/facexlib.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/insightface.md,1776,328f68a199d208d2a317c8424d97f43ec2c48c8db012dff68540ab97aa938abf,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/insightface.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/onnxruntime.md,1515,304293e36b9a32d92951af583e551cc411a3c27aee6f8899df00703c1bdfa7e1,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/onnxruntime.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/onnxruntime-gpu.md,1594,0f06584d8cb98cf850bcb3d24d7561b06c97087a8e5f5fccd03df608a5cfae00,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/onnxruntime-gpu.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/onnx.md,1372,bc7404d34a900b5b3b3f7cff2b098ad71b4a8a38497ce50632340805a7203bdc,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/onnx.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/ultralytics.md,1443,0d6831f001d45ff4d708a766a96ef1e4a6f42d157a6cd09a45a923a726ab4e63,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/ultralytics.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/segment-anything.md,1572,abf267d458a259b4ad09265fa008090c7966fba6106c999a4c53ee42a1024b9b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/segment-anything.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/sam2.md,1959,0766ae4ef5edab93de2d799754f7f5e05badae727cbcedfd88ba1969aff9c59e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/sam2.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/scikit-image.md,1582,fd714d450069d2d8b6905f6eb36bcc38f6e2fabaabf8f49369ce3b6fd7107990,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/scikit-image.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/sentence-transformers.md,1486,949ed82963c6454d13d0ff9e909fd9bed18dbb16617f97019a1fe845555e3c1b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/sentence-transformers.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/chromadb.md,1305,302dfcf560629395602315dad7c1b07739fb5bd0a4aeadfabd661f3760240b28,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/chromadb.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/lancedb.md,1301,894565cdfe462e3acea4248a6f6427a4916aaa14f823180aa4081706dca5f3fb,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/lancedb.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/faiss-cpu.md,1271,ad008e6ce8eff553130e970ea819c49963deeb0a3665d7935438dedc2a508ac7,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/faiss-cpu.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/openai.md,1216,71c7c04adba10612053fd324d3de5406a16ccd380c3e37ebc0337a8303e4383b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/openai.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/tiktoken.md,1315,09cb355fea0d6708a3718077271a6efeb2c16d1346c14eaade2779f363a6946e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/tiktoken.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/tokenizers.md,1245,1adea562d7df6211e3f7a4d60163b7727b2a1f5053c19f04613d4bb8b61ebaba,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/tokenizers.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/spacy.md,1227,c7135eac92d73e7ac280385505c39e35137a596d966a1970db5b83d9b57f8540,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/spacy.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pytesseract.md,1361,30c4154c01d7663e21bd44fd54b9bc8d7309e356b6393ae416039a4019c6e1d7,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pytesseract.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/easyocr.md,1128,f4e347362af42d69011447ba3b5ebdc4cfd44f56dc1f0a7073ba2e7809f334f4,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/easyocr.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/rembg.md,1142,245954ab33df87275f01b8ae07302c20f16da6450e9882fbca549e2baeafe220,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/rembg.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/transparent-background.md,1293,df6d6a05b1bc2d734901978a8097045bb1df6fafd05bcbd136d72914b40f3e2c,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/transparent-background.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/onnxruntime-directml.md,1405,1e38640f27e3d07e6bc3220b2e4c74c647b8cfb9ce070c4635e36b4de2650538,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/onnxruntime-directml.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/protobuf.md,1288,409f5dfc8eb2c337974b32ad48fbae2e571418c401da1e41f9851bd81f4212ea,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/protobuf.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pyyaml.md,1124,90166a6e7a27acb9f7b939737279dabd6a218959d56f85d9fdc2ee67ccfa6168,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pyyaml.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/datasets.md,1352,e419efffdf77fe3ce4f0c00b9e94d2189593d713f0d25fc940b4bc206b20097e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/datasets.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/bitsandbytes.md,1285,1d715e164f74023dec07d4781854244a2991ba2712a10470d25d622d05bb6bc5,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/bitsandbytes.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/omegaconf.md,1161,6ed8e3bb0e340eb3ea565b899e4e6fed3e0d4d2ffa25ce20610c3f416e3c7e6e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/omegaconf.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pandas.md,1161,5eded2c09996e0d0901f4fce200d76f360d111e7ea15a0e92da11e02d14ccd81,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pandas.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/regex.md,1039,0ae5f38a0a9381b74903349c9e364d5c565259c7e7d5e8efeaafe8374992b1bd,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/regex.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/scipy.md,1086,a7d69297e9666dd7019c55df509134783b5a2f45b70dc58a664cbfe9afabac9e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/scipy.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/ftfy.md,1048,853c74e654557d47d978f9a1ec7c6dda37be02b880c6886d58577971b5d31790,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/ftfy.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/tqdm.md,1028,5336876880b0100f4a9059bd95d278bd3e4f441c09dc3f3035b4f8a802e3a90b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/tqdm.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/requests.md,1112,6b19efdb097ae18626529e4b5917a5807a6101becc1e30fa6538ef4d6cb044e4,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/requests.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/einops.md,1103,bb5fe80db6bc99b4d66db50454ed5a121698a82d99f06e9b72aac760f3893ed1,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/einops.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/kornia.md,1082,e1c07f08f7cb521e73947c7b7a98720624ac4cc4b466dabdf612609f2d0b6366,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/kornia.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/timm.md,1185,dc69602413f3263f21d0c4b974be50256847217f45450ea1fe4420496604884c,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/timm.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/sentencepiece.md,1149,d88855b9f15dc2da0f0f1b3e61ebb20875ccff6e58c46b4b538bfafe6ab356db,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/sentencepiece.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/open-webui.md,1170,a16a4e0770b7d385214a1e08a18e8ea8686c74f5199b216a433d923e8c537285,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/open-webui.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/llama-index.md,1385,4ea5ed3aa9af2479e003e3e43ffe019e1150c19aa5e99f4c0a464d745b57a6f9,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/llama-index.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/langchain.md,1329,defe037470d314e11f56d5ac506245c8971f6261c602771524a2ee8745140e6d,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/langchain.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/av.md,1660,d5568d4044efd2b089cc739ec4dde9c73400362be46cf46e9bf3430e3a0f7dd6,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/av.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/imageio.md,1508,e53c219e93ce9dfb440c465bffcfaa8afbe47d0bacb03c1a686056062b9b47c8,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/imageio.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/imageio-ffmpeg.md,1475,a88d966eb6e6ee71ecee101be2dae770782c7cdc0dd96d8fcbda0b278e09d845,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/imageio-ffmpeg.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/moviepy.md,1483,ba5b8880451ea9d1b5e233c322f374130878d37d235aef43dc4f58bdb258383a,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/moviepy.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/decord.md,1442,0c3dffadb1266cc79f76eee667abd540f66aa7f1d9040cd0b2d801bde649fcce,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/decord.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/librosa.md,1370,1ae2e582fe8c964654706b28da7ee87196c80925025daa1dfa57769c4513ccbb,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/librosa.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/soundfile.md,1262,1e1d3336b550cc240a096f8c3a64d1079055356e151a9a45a7f5a38473af4212,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/soundfile.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/ffmpeg-python.md,1380,4586668baaf9f209929a62c9400465a8053529c65eb6772d028dcc76226d5164,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/ffmpeg-python.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/matplotlib.md,1305,5e4ebab9df58e0288798ac16c39ec372ec8e7aacdf9dcb7c1199dce4139900d7,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/matplotlib.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/rich.md,1234,964a66fd9acb778db0fa6fbf8c406c4f14c786aad6bb9ccb10a9d8a140b20ff2,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/rich.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/typer.md,1244,8b5a5e8eca393dfc785e5fbbee5f04d140c9f9967907455fdf549c08015cf4c0,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/typer.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/click.md,1160,3e39e6c526188d19febad36fb0a43d616a15b07eeba111c4e1f3b1db7ff323a8,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/click.md
